vin,wmi,make,model,year,plant,region,verified_by,verified_at,source_type,confidence_cap
WBAEV51E3M668464,WBA,BMW,X5,2014,M,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAK2SLM7N679627,1FA,Ford,Mustang,2021,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4564KD011277,1HG,Honda,Civic,2019,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA123451RF780449,AFA,Ford,Everest,2024,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6CB5BC960760,AHT,Toyota,Fortuner,2011,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAEV51G5K075184,WBA,BMW,320i,2016,K,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1234GB938246,KMH,Hyundai,Tucson,2016,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA678907KF105874,AFA,Ford,Fiesta,2019,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAJ1RME7F255830,1FA,Ford,Explorer,2014,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0124JA090399,1HG,Honda,HR-V,2018,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW129NB357993,ABM,BMW,X3,2022,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0127MC055431,1HG,Honda,CR-V,2021,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ012XTD683020,KMH,Hyundai,Santa Fe,2026,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHKU4562ND641826,KMH,Hyundai,Sonata,2022,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1H8U7T8E312914,WA1,Audi,A4,2026,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGEF7892BC614597,1HG,Honda,Accord,2011,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6GB8LD736338,AHT,Toyota,Corolla,2020,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBA8A91B2K259470,WBA,BMW,320i,2011,K,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0125LD708048,KMH,Hyundai,Tucson,2020,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW787HW021655,ABM,BMW,X3,2017,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBA8A91MXA926687,WBA,BMW,X5,2021,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1DF34M3E126700,WA1,Audi,A6,2021,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6FB5GC016329,AHT,Toyota,Yaris,2016,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHLG7899ND890725,KMH,Hyundai,Tucson,2022,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62K05006746,JTD,Toyota,Camry,2019,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62P21651256,JTD,Toyota,Corolla,2023,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1238MC772859,1HG,Honda,Civic,2021,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA123453JH572551,AFA,Ford,Ranger,2018,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6DB8CD616916,AHT,Toyota,Hilux,2012,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1236AA216637,1HG,Honda,Accord,2010,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVWABC6HX761030,AAV,Volkswagen,Tiguan,2017,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAB3GKH2F842285,1FA,Ford,Mustang,2017,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW127TW737307,ABM,BMW,X3,2026,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1DF34B4F898568,WA1,Audi,Q5,2011,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHKU4569SB373249,KMH,Hyundai,i30,2025,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW347PB846636,ABM,BMW,X5,2023,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1234RC149777,1HG,Honda,CR-V,2024,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAJ1RMT8N016177,1FA,Ford,Escape,2026,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAFGH1J5JH043978,AFA,Ford,Everest,2018,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW782HW167090,ABM,BMW,5 Series,2017,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1H8U7G3N579180,WA1,Audi,A4,2016,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA18R55M8E911854,WA1,Audi,A6,2021,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDLX51J15583819,JTD,Toyota,Corolla,2018,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW1239RX414440,AAV,Volkswagen,Tiguan,2024,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGEF7893RC404746,1HG,Honda,Civic,2024,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHLG7899DA648873,KMH,Hyundai,Santa Fe,2013,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA678907LF868317,AFA,Ford,Everest,2020,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA678904PF323438,AFA,Ford,Everest,2023,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBA8A91C3A228458,WBA,BMW,318i,2012,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1DF34G1F373239,WA1,Audi,A6,2016,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHKU4564CB845519,KMH,Hyundai,Tucson,2012,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHKU456XDB151127,KMH,Hyundai,Santa Fe,2013,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAEV51C5A562462,WBA,BMW,X5,2012,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAB3GKM4N898648,1FA,Ford,F-150,2021,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1DF34B3N376180,WA1,Audi,Q3,2011,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDLX51L20039094,JTD,Toyota,RAV4,2020,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6DB7KD604738,AHT,Toyota,Fortuner,2019,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0120JA581391,1HG,Honda,HR-V,2018,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW4569KX018084,AAV,Volkswagen,Tiguan,2019,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAK2SLN7K437638,1FA,Ford,F-150,2022,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW563AW890843,ABM,BMW,5 Series,2010,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDLX51T55118471,JTD,Toyota,RAV4,2026,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAJ1RMH4N650068,1FA,Ford,Mustang,2017,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62C10358979,JTD,Toyota,Corolla,2012,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDBR32D81644497,JTD,Toyota,RAV4,2013,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6FB7DD692691,AHT,Toyota,Corolla,2013,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDKU40P10348277,JTD,Toyota,Yaris,2023,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1H8U7L1E358979,WA1,Audi,Q3,2020,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW342LW257433,ABM,BMW,X5,2020,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW566FM254825,ABM,BMW,3 Series,2015,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAB3GKN2F170371,1FA,Ford,Mustang,2022,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW563FW161281,ABM,BMW,3 Series,2015,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0120JC870849,KMH,Hyundai,Santa Fe,2018,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDKU40LX6147885,JTD,Toyota,Camry,2020,6,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62J60523789,JTD,Toyota,RAV4,2018,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6CB1HB367413,AHT,Toyota,Fortuner,2017,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34F4A468024,WBA,BMW,320i,2015,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW121EM017936,ABM,BMW,5 Series,2014,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0123EB884725,KMH,Hyundai,Tucson,2014,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1H8U7A9E266897,WA1,Audi,A6,2010,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34N3K856628,WBA,BMW,318i,2022,K,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6GB2TC020542,AHT,Toyota,Fortuner,2026,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34K2F196794,WBA,BMW,320i,2019,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAP8THM6N350771,1FA,Ford,F-150,2021,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAP8THF7F847714,1FA,Ford,Mustang,2015,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAB3GKA0K248347,1FA,Ford,Escape,2010,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW4566BX394788,AAV,Volkswagen,Tiguan,2011,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVWABC3EV198087,AAV,Volkswagen,Tiguan,2014,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAFGH1J7PF896712,AFA,Ford,Ranger,2023,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1H8U7A3F151457,WA1,Audi,Q5,2010,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA18R55G6N818211,WA1,Audi,A6,2016,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA18R55K4N983061,WA1,Audi,A6,2019,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6GB6BC140746,AHT,Toyota,Yaris,2011,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHLG7892TB718528,KMH,Hyundai,Santa Fe,2026,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA678909RH083794,AFA,Ford,Fiesta,2024,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0127NC632220,1HG,Honda,Accord,2022,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAEV51J5M155437,WBA,BMW,X3,2018,M,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAK2SLL5K771951,1FA,Ford,F-150,2020,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAFGH1J6GF957645,AFA,Ford,Fiesta,2016,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDKU40T35600523,JTD,Toyota,Yaris,2026,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAUX12J5M774899,WBA,BMW,320i,2018,M,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA123458FH089841,AFA,Ford,Focus,2015,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6CB2SC251848,AHT,Toyota,Corolla,2025,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0128TC425008,1HG,Honda,Civic,2026,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW1230JX855345,AAV,Volkswagen,Touran,2018,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6DB3FC520640,AHT,Toyota,Fortuner,2015,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1235SB266383,KMH,Hyundai,Sonata,2025,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDLX51S15528714,JTD,Toyota,RAV4,2025,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6FB9MC769003,AHT,Toyota,Corolla,2021,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDBR32R30608512,JTD,Toyota,Camry,2024,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW569EM641836,ABM,BMW,3 Series,2014,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDBR32L05379597,JTD,Toyota,RAV4,2020,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1236PD345646,1HG,Honda,CR-V,2023,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW348JW808591,ABM,BMW,5 Series,2018,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDKU40P41443753,JTD,Toyota,Camry,2023,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAK2SLG4N805773,1FA,Ford,Explorer,2016,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW785JM985463,ABM,BMW,5 Series,2018,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW4561JX403802,AAV,Volkswagen,Golf,2018,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDLX51P51414307,JTD,Toyota,RAV4,2023,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1G7T6C2D765572,WA1,Audi,Q5,2012,D,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW4563DV268757,AAV,Volkswagen,Golf,2013,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAJ1RMD0N209978,1FA,Ford,Mustang,2013,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVWABC9KX320824,AAV,Volkswagen,Polo,2019,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1231DD359689,1HG,Honda,Accord,2013,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAP8THE5N751018,1FA,Ford,Explorer,2014,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW7897LX392962,AAV,Volkswagen,Touran,2020,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDLX51A00637412,JTD,Toyota,Yaris,2010,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA678903MF024924,AFA,Ford,Ranger,2021,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6CB7DD408786,AHT,Toyota,Hilux,2013,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6GB6TD791449,AHT,Toyota,Fortuner,2026,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD456XGA538376,1HG,Honda,Civic,2016,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB123XJC883215,1HG,Honda,CR-V,2018,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6FB9HC628468,AHT,Toyota,Yaris,2017,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGEF7896LC646552,1HG,Honda,CR-V,2020,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBA8A91B4A115400,WBA,BMW,318i,2011,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAJ1RMP6M029492,1FA,Ford,F-150,2023,M,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0126BD223741,KMH,Hyundai,Santa Fe,2011,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62C70455833,JTD,Toyota,Corolla,2012,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW7893GX796718,AAV,Volkswagen,Polo,2016,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1DF34E4E501009,WA1,Audi,A4,2014,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6DB2FB324839,AHT,Toyota,Corolla,2015,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW121JM994827,ABM,BMW,X5,2018,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1239LD458095,1HG,Honda,CR-V,2020,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW4562GV792440,AAV,Volkswagen,Touran,2016,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAEV51N2K128254,WBA,BMW,320i,2022,K,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34N0F394869,WBA,BMW,318i,2022,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDKU40L20461741,JTD,Toyota,Camry,2020,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW344SM102943,ABM,BMW,3 Series,2025,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGEF7897KC980636,1HG,Honda,Civic,2019,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAJ1RMM9K275732,1FA,Ford,Mustang,2021,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4568RB529303,1HG,Honda,Civic,2024,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHKU4565TC950256,KMH,Hyundai,i30,2026,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4569PB666053,1HG,Honda,HR-V,2023,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW341NM582265,ABM,BMW,X3,2022,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDBR32J36645108,JTD,Toyota,Yaris,2018,6,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW568FM641893,ABM,BMW,X5,2015,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDBR32AX0237714,JTD,Toyota,Corolla,2010,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1H8U7K3E514469,WA1,Audi,Q3,2019,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGEF7891CB284121,1HG,Honda,Accord,2012,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW564GM465829,ABM,BMW,3 Series,2016,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBA8A91P0A929380,WBA,BMW,X3,2023,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4563EC251723,1HG,Honda,CR-V,2014,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW120GW949052,ABM,BMW,X3,2016,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1G7T6D8E424270,WA1,Audi,Q5,2013,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW562PW887439,ABM,BMW,X3,2023,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1H8U7NXF190002,WA1,Audi,Q5,2022,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1G7T6NXF106521,WA1,Audi,Q5,2022,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34MXM221211,WBA,BMW,X5,2021,M,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62E10306789,JTD,Toyota,Corolla,2014,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1239EA768128,KMH,Hyundai,Sonata,2014,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62D76485019,JTD,Toyota,Yaris,2013,6,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHLG789XPA289473,KMH,Hyundai,Sonata,2023,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAEV51F6A559927,WBA,BMW,X3,2015,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAK2SLS2M231567,1FA,Ford,F-150,2025,M,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6DB1ED749116,AHT,Toyota,Corolla,2014,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0125AB393881,1HG,Honda,CR-V,2010,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAEV51S9M892997,WBA,BMW,320i,2025,M,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1G7T6S2D742700,WA1,Audi,Q5,2025,D,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62G76360071,JTD,Toyota,Corolla,2016,6,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAB3GKM0N645788,1FA,Ford,Escape,2021,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW7893CV799401,AAV,Volkswagen,Golf,2012,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAUX12B9F870241,WBA,BMW,320i,2011,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1DF34S1E789042,WA1,Audi,A4,2025,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHLG7892RC050409,KMH,Hyundai,Sonata,2024,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAEV51N8M887551,WBA,BMW,318i,2022,M,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
